1480429855,110.8200,110.8900,110.6300,110.7400,768400
1480429865,110.9350,111.0500,110.9300,110.9900,276800
1480429920,110.8100,111.0200,110.7700,110.9400,225200
1480430039,110.5898,110.8300,110.5500,110.8044,283300
1480430040,110.5690,110.6600,110.5400,110.5981,251000
1480430159,110.3600,110.5800,110.3000,110.5600,303200
1480430160,110.3450,110.4500,110.2700,110.4500,200800
1480430279,110.4250,110.4800,110.3300,110.3500,256600
1480430280,110.4200,110.4700,110.3673,110.4300,146400
1480430341,110.6300,110.6550,110.4203,110.4237,140400
1480430458,110.5737,110.6700,110.5400,110.6350,206300
1480430460,110.6200,110.6700,110.5800,110.5800,108500
1480430579,110.6500,110.6600,110.5900,110.6300,82500
1480430580,110.8600,110.8800,110.6300,110.6550,205200
1480430697,110.7690,110.8800,110.7300,110.8800,103000
1480430759,110.5900,110.7700,110.5600,110.7600,199000
1480430819,110.5484,110.6000,110.4800,110.6000,150800
1480430820,110.5400,110.6099,110.5200,110.5400,118100
1480430939,110.5589,110.6200,110.5300,110.5500,121300
1480430999,110.5450,110.5700,110.4900,110.5400,162200
1480431059,110.4950,110.5800,110.4400,110.5500,126000
1480431119,110.4000,110.5100,110.3500,110.4900,152100
1480431121,110.4400,110.4950,110.3800,110.4018,104900
1480431180,110.3700,110.4450,110.3700,110.4450,110600
1480431241,110.2800,110.3800,110.2700,110.3750,161400
1480431359,110.2252,110.3250,110.2100,110.2750,182800
1480431419,110.3902,110.4050,110.2100,110.2200,117000
1480431478,110.4018,110.4400,110.3700,110.3900,110500
1480431480,110.3040,110.4150,110.3000,110.4100,73500
1480431540,110.3000,110.3400,110.2400,110.3000,98500
1480431600,110.2500,110.4300,110.2300,110.3100,163200
1480431660,110.3000,110.3200,110.2300,110.2598,102800
1480431723,110.1811,110.3000,110.1400,110.2950,159300
1480431780,110.1600,110.1877,110.0700,110.1708,187200
1480431842,110.1900,110.2200,110.1450,110.1500,123000
1480431959,110.2150,110.2700,110.1400,110.2000,116000
1480432019,110.3200,110.3250,110.2038,110.2137,91300
1480432020,110.3900,110.4300,110.3203,110.3254,141500
1480432139,110.3941,110.4350,110.3700,110.3850,79900
1480432199,110.3800,110.4100,110.3700,110.3900,48300
1480432201,110.4100,110.4730,110.3850,110.3850,59100
1480432261,110.3500,110.4300,110.3300,110.4138,96800
1480432320,110.3921,110.4100,110.3400,110.3400,66600
1480432436,110.3758,110.4000,110.3500,110.3900,42300
1480432499,110.4646,110.4800,110.3750,110.3800,50100
1480432559,110.4500,110.4700,110.4400,110.4674,57400
1480432560,110.3300,110.4500,110.3300,110.4450,96500
1480432622,110.3241,110.3455,110.3100,110.3350,64300
1480432681,110.2300,110.3300,110.2000,110.3249,140700
1480432799,110.3356,110.3400,110.2100,110.2207,47700
1480432800,110.4600,110.4700,110.3100,110.3400,113300
1480432860,110.4300,110.4700,110.3800,110.4700,61000
1480432920,110.5300,110.5300,110.4350,110.4400,119300
1480432980,110.5450,110.6000,110.5200,110.5250,124600
1480433042,110.5900,110.5900,110.5000,110.5401,68200
1480433101,110.5600,110.6100,110.5400,110.5800,100400
1480433160,110.5400,110.6000,110.5000,110.5550,146500
1480433220,110.5400,110.6000,110.5300,110.5440,101100
1480433280,110.5400,110.5500,110.4800,110.5300,118500
1480433343,110.6400,110.6500,110.5200,110.5450,104500
1480433401,110.7420,110.7421,110.6300,110.6500,122300
1480433461,110.8500,110.8850,110.7442,110.7442,149900
1480433521,110.8007,110.8600,110.7500,110.8501,126700
1480433580,110.8100,110.8465,110.8000,110.8100,41400
1480433644,110.7835,110.8100,110.7500,110.8050,71000
1480433702,110.7550,110.8063,110.7518,110.7800,56000
1480433760,110.7000,110.7900,110.6500,110.7510,122900
1480433820,110.7600,110.7600,110.7000,110.7050,54700
1480433880,110.7800,110.8000,110.7400,110.7400,46300
1480433941,110.7900,110.8000,110.7700,110.7840,24200
1480434000,110.8200,110.8400,110.7830,110.7950,85700
1480434063,110.8200,110.8900,110.8100,110.8211,79900
1480434120,110.7750,110.8459,110.7542,110.8299,63100
1480434181,110.8700,110.8700,110.7500,110.7700,51300
1480434240,110.9300,110.9700,110.8600,110.8650,125900
1480434301,110.9100,110.9400,110.8800,110.9400,111000
1480434362,110.9700,111.0100,110.9200,110.9200,127400
1480434420,110.9300,110.9750,110.9300,110.9750,44500
1480434481,110.9300,110.9600,110.9200,110.9335,69300
1480434599,110.9272,110.9700,110.9000,110.9400,73300
1480434603,110.9200,110.9600,110.8700,110.9250,59800
1480434660,110.9450,110.9650,110.8900,110.9250,59600
1480434726,110.9400,110.9700,110.9035,110.9500,45200
1480434780,110.9200,110.9650,110.9200,110.9450,36800
1480434842,110.8400,110.9150,110.8300,110.9100,80800
1480434900,110.8599,110.8700,110.8300,110.8450,76200
1480435017,110.8250,110.8550,110.8200,110.8500,46800
1480435020,110.7800,110.8300,110.7700,110.8300,56200
1480435080,110.7800,110.8100,110.7750,110.7850,69200
1480435142,110.8000,110.8000,110.7750,110.7863,102700
1480435201,110.8200,110.8300,110.7900,110.7950,67500
1480435262,110.8250,110.8300,110.8000,110.8168,41400
1480435320,110.8710,110.8800,110.8200,110.8300,49700
1480435380,110.8762,110.8800,110.8400,110.8740,45300
1480435441,110.8900,110.9050,110.8600,110.8778,48500
1480435500,110.8900,110.9000,110.8800,110.8910,26700
1480435560,110.8750,110.9000,110.8700,110.8947,50000
1480435626,110.8850,110.8850,110.8600,110.8700,29300
1480435683,110.8900,110.9100,110.8800,110.8800,46900
1480435753,110.8900,110.9000,110.8800,110.8850,29300
1480435859,110.8620,110.8900,110.8500,110.8850,40300
1480435862,110.8750,110.8800,110.8600,110.8600,34000
1480435922,110.9459,110.9600,110.8700,110.8700,59700
1480435981,110.9700,110.9800,110.9300,110.9500,76400
1480436099,110.9950,111.0100,110.9700,110.9800,77900
1480436101,111.0100,111.0200,110.9900,110.9999,75300
1480436219,111.0239,111.0400,111.0000,111.0134,64100
1480436220,111.0900,111.1000,111.0200,111.0200,87800
1480436282,111.0500,111.1000,111.0500,111.1000,40900
1480436340,111.0600,111.0600,111.0100,111.0584,45900
1480436400,111.0790,111.0790,111.0200,111.0589,31200
1480436460,111.1300,111.1350,111.0600,111.0700,48400
1480436578,111.1001,111.1600,111.0600,111.1400,85300
1480436581,111.1000,111.1400,111.0700,111.1100,35100
1480436640,111.1050,111.1100,111.0800,111.1050,36700
1480436700,111.0791,111.1000,111.0500,111.1000,47400
1480436760,111.0640,111.0700,111.0400,111.0700,32800
1480436821,111.1400,111.1400,111.0600,111.0700,37700
1480436939,111.2189,111.2300,111.1100,111.1350,72800
1480436940,111.2000,111.2350,111.1700,111.2100,72100
1480437001,111.2400,111.2500,111.1900,111.2050,73300
1480437068,111.2900,111.3200,111.2200,111.2401,85300
1480437121,111.3900,111.4100,111.2900,111.2940,92600
1480437239,111.4801,111.4950,111.3600,111.3859,123400
1480437240,111.4660,111.5100,111.4600,111.4890,102000
1480437300,111.5800,111.6100,111.4700,111.4700,102400
1480437361,111.6500,111.6650,111.5400,111.5900,121300
1480437422,111.6400,111.6700,111.5900,111.6599,112800
1480437480,111.7399,111.7500,111.6300,111.6301,80700
1480437599,111.7350,111.7400,111.6700,111.7300,106800
1480437657,111.6942,111.7800,111.6900,111.7300,162100
1480437660,111.8450,111.8541,111.6950,111.7000,101800
1480437721,111.9300,111.9400,111.8450,111.8500,129000
1480437780,111.9200,112.0000,111.9100,111.9250,225000
1480437899,111.9199,111.9200,111.8660,111.9101,132300
1480437900,111.9100,111.9498,111.9000,111.9200,79700
1480437960,111.7800,111.9050,111.7500,111.9050,153400
1480438021,111.8300,111.8300,111.7700,111.7700,47400
1480438082,111.8345,111.8800,111.8200,111.8200,67100
1480438198,111.9100,111.9200,111.8300,111.8300,65000
1480438200,111.8700,111.9300,111.8600,111.9059,70800
1480438264,111.8500,111.8700,111.8500,111.8650,70900
